orthographe	phonetique
schématisions	Sematizjo~
schématisme	Sematism
schématismes	Sematism
schématisons	Sematizo~
schématisâmes	Sematizam
schématisât	Sematiza
schématisâtes	Sematizat
schématisèrent	SematizER
schématisé	Sematize
schématisée	Sematize
schématisées	Sematize
schématisés	Sematize
scia	sja
sciai	sjE
sciaient	sjE
sciais	sjE
sciait	sjE
sciant	sja~
scias	sja
sciasse	sjas
sciassent	sjas
sciasses	sjas
sciassiez	sjasje
sciassions	sjasjo~
sciatique	sjatik
sciatiques	sjatik
scie	si
sciemment	sjama~
science	sja~s
science-fiction	sja~sfiksjo~
sciences	sja~s
sciences-fictions	sja~sfiksjo~
scient	si
scientifique	sja~tifik
scientifiquement	sja~tifik@ma~
scientifiques	sja~tifik
scientologie	sja~tOlOZi
scientologies	sja~tOlOZi
scier	sje
sciera	siRa
scierai	siRe
scieraient	siRE
scierais	siRE
scierait	siRE
scieras	siRa
scierez	siRe
scierie	siRi
scieries	siRi
scieriez	siRje
scierions	siRjo~
scierons	siRo~
scieront	siRo~
scies	si
sciez	sje
sciiez	sije
sciions	sijo~
scinda	se~da
scindai	se~de
scindaient	se~dE
scindais	se~dE
scindait	se~dE
scindant	se~da~
scindas	se~da
scindasse	se~das
scindassent	se~das
scindasses	se~das
scindassiez	se~dasje
scindassions	se~dasjo~
scinde	se~d
scindent	se~d
scinder	se~de
scindera	se~d@Ra
scinderai	se~d@Re
scinderaient	se~d@RE
scinderais	se~d@RE
scinderait	se~d@RE
scinderas	se~d@Ra
scinderez	se~d@Re
scinderiez	se~d@Rje
scinderions	se~d@Rjo~
scinderons	se~d@Ro~
scinderont	se~d@Ro~
scindes	se~d
scindez	se~de
scindiez	se~dje
scindions	se~djo~
scindons	se~do~
scindâmes	se~dam
scindât	se~da
scindâtes	se~dat
scindèrent	se~dER
scindé	se~de
scindée	se~de
scindées	se~de
scindés	se~de
scintilla	se~tija
scintillai	se~tije
scintillaient	se~tijE
scintillais	se~tijE
scintillait	se~tijE
scintillant	se~tija~
scintillante	se~tija~t
scintillantes	se~tija~t
scintillants	se~tija~
scintillas	se~tija
scintillasse	se~tijas
scintillassent	se~tijas
scintillasses	se~tijas
scintillassiez	se~tijasje
scintillassions	se~tijasjo~
scintille	se~tij
scintillement	se~tij@ma~
scintillements	se~tij@ma~
scintillent	se~tij
scintiller	se~tije
scintillera	se~tij@Ra
scintillerai	se~tij@Re
scintilleraient	se~tij@RE
scintillerais	se~tij@RE
scintillerait	se~tij@RE
scintilleras	se~tij@Ra
scintillerez	se~tij@Re
scintilleriez	se~tij@Rje
scintillerions	se~tij@Rjo~
scintillerons	se~tij@Ro~
scintilleront	se~tij@Ro~
scintilles	se~tij
scintillez	se~tije
scintilliez	se~tijje
scintillions	se~tijio~
scintillons	se~tijo~
scintillâmes	se~tijam
scintillât	se~tija
scintillâtes	se~tijat
scintillèrent	se~tijER
scintillé	se~tije
scintillée	se~tije
scintillées	se~tije
scintillés	se~tije
scions	sjo~
scission	sisjo~
scissions	sisjo~
sciure	sjyR
sciures	sjyR
sciâmes	sjam
sciât	sja
sciâtes	sjat
scièrent	sjER
scié	sje
sciée	sje
sciées	sje
sciés	sje
sclérosa	skleRoza
sclérosai	skleRoze
sclérosaient	skleRozE
sclérosais	skleRozE
sclérosait	skleRozE
sclérosant	skleRoza~
sclérosas	skleRoza
sclérosasse	skleRozas
sclérosassent	skleRozas
sclérosasses	skleRozas
sclérosassiez	skleRozasje
sclérosassions	skleRozasjo~
sclérose	skleRoz
sclérosent	skleRoz
scléroser	skleRoze
sclérosera	skleRoz@Ra
scléroserai	skleRoz@Re
scléroseraient	skleRoz@RE
scléroserais	skleRoz@RE
scléroserait	skleRoz@RE
scléroseras	skleRoz@Ra
scléroserez	skleRoz@Re
scléroseriez	skleRoz@Rje
scléroserions	skleRoz@Rjo~
scléroserons	skleRoz@Ro~
scléroseront	skleRoz@Ro~
scléroses	skleRoz
sclérosez	skleRoze
sclérosiez	skleRozje
sclérosions	skleRozjo~
sclérosons	skleRozo~
sclérosâmes	skleRozam
sclérosât	skleRoza
sclérosâtes	skleRozat
sclérosèrent	skleRozER
sclérosé	skleRoze
sclérosée	skleRoze
sclérosées	skleRoze
sclérosés	skleRoze
scolaire	skOlER
scolairement	skOlER@ma~
scolaires	skOlER
scolarisa	skOlaRiza
scolarisai	skOlaRize
scolarisaient	skOlaRizE
scolarisais	skOlaRizE
scolarisait	skOlaRizE
scolarisant	skOlaRiza~
scolarisas	skOlaRiza
scolarisasse	skOlaRizas
scolarisassent	skOlaRizas
scolarisasses	skOlaRizas
scolarisassiez	skOlaRizasje
scolarisassions	skOlaRizasjo~
scolarisation	skOlaRizasjo~
scolarisations	skOlaRizasjo~
scolarise	skOlaRiz
scolarisent	skOlaRiz
scolariser	skOlaRize
scolarisera	skOlaRiz@Ra
scolariserai	skOlaRiz@Re
scolariseraient	skOlaRiz@RE
scolariserais	skOlaRiz@RE
scolariserait	skOlaRiz@RE
scolariseras	skOlaRiz@Ra
scolariserez	skOlaRiz@Re
scolariseriez	skOlaRiz@Rje
scolariserions	skOlaRiz@Rjo~
scolariserons	skOlaRiz@Ro~
scolariseront	skOlaRiz@Ro~
scolarises	skOlaRiz
scolarisez	skOlaRize
scolarisiez	skOlaRizje
scolarisions	skOlaRizjo~
scolarisons	skOlaRizo~
scolarisâmes	skOlaRizam
scolarisât	skOlaRiza
scolarisâtes	skOlaRizat
scolarisèrent	skOlaRizER
scolarisé	skOlaRize
scolarisée	skOlaRize
scolarisées	skOlaRize
scolarisés	skOlaRize
scolarité	skOlaRite
scolarités	skOlaRite
scolastiquement	skOlastik@ma~
scooter	skut9R
scooters	skut9R
scorbut	skORbyt
scorbuts	skORbyt
score	skOR
scores	skOR
scories	skORi
scorpion	skORpjo~
scorpions	skORpjo~
scoutisme	skutism
scoutismes	skutism
scribe	skRib
scribes	skRib
script	skRipt
script-girl	skRiptg9Rl
scripts	skRipt
scripts-girls	skRipZiRl
scrofule	skROfyl
scrofules	skROfyl
scrotum	skROtOm
scrupule	skRypyl
scrupules	skRypyl
scrupuleuse	skRypyl2z
scrupuleusement	skRypyl2z@ma~
scrupuleuses	skRypyl2z
scrupuleux	skRypyl2
scruta	skRyta
scrutai	skRyte
scrutaient	skRytE
scrutais	skRytE
scrutait	skRytE
scrutant	skRyta~
scrutas	skRyta
scrutasse	skRytas
scrutassent	skRytas
scrutasses	skRytas
scrutassiez	skRytasje
scrutassions	skRytasjo~
scrutateur	skRytat9R
scrutateurs	skRytat9R
scrutatrice	skRytatRis
scrutatrices	skRytatRis
scrute	skRyt
scrutent	skRyt
scruter	skRyte
scrutera	skRyt@Ra
scruterai	skRyt@Re
scruteraient	skRyt@RE
scruterais	skRyt@RE
scruterait	skRyt@RE
scruteras	skRyt@Ra
scruterez	skRyt@Re
scruteriez	skRyt@Rje
scruterions	skRyt@Rjo~
scruterons	skRyt@Ro~
scruteront	skRyt@Ro~
scrutes	skRyt
scrutez	skRyte
scrutiez	skRytje
scrutin	skRyte~
scrutins	skRyte~
scrutions	skRytjo~
scrutons	skRyto~
scrutâmes	skRytam
scrutât	skRyta
scrutâtes	skRytat
scrutèrent	skRytER
scruté	skRyte
scrutée	skRyte
scrutées	skRyte
scrutés	skRyte
sculpta	skylta
sculptai	skylte
sculptaient	skyltE
sculptais	skyltE
sculptait	skyltE
sculptant	skylta~
sculptas	skylta
sculptasse	skyltas
sculptassent	skyltas
sculptasses	skyltas
sculptassiez	skyltasje
sculptassions	skyltasjo~
sculpte	skylt
sculptent	skylt
sculpter	skylte
sculptera	skylt@Ra
sculpterai	skylt@Re
sculpteraient	skylt@RE
sculpterais	skylt@RE
sculpterait	skylt@RE
sculpteras	skylt@Ra
sculpterez	skylt@Re
sculpteriez	skylt@Rje
sculpterions	skylt@Rjo~
sculpterons	skylt@Ro~
sculpteront	skylt@Ro~
sculptes	skylt
sculpteur	skylt9R
sculpteurs	skylt9R
sculptez	skylte
sculptiez	skyltje
sculptions	skyltjo~
sculptons	skylto~
sculptural	skyltyRal
sculpturale	skyltyRal
sculpturales	skyltyRal
sculpturaux	skyltyRo
sculpture	skyltyR
sculptures	skyltyR
sculptâmes	skyltam
sculptât	skylta
sculptâtes	skyltat
sculptèrent	skyltER
sculpté	skylte
sculptée	skylte
sculptées	skylte
sculptés	skylte
scène	sEn
scènes	sEn
scélérat	seleRa
scélérate	seleRat
scélératement	seleRat@ma~
scélérates	seleRat
scélératesse	seleRatEs
scélératesses	seleRatEs
scélérats	seleRa
scénario	senaRjo
scénarios	senaRjo
scénariste	senaRist
scénaristes	senaRist
scéniquement	senik@ma~
se	s@
seau	so
seaux	so
sec	sEk
second	s@go~
second-maître	s@go~mEtR
seconda	s@go~da
secondai	s@go~de
secondaient	s@go~dE
secondaire	s@go~dER
secondairement	s@go~dER@ma~
secondaires	s@go~dER
secondais	s@go~dE
secondait	s@go~dE
secondant	s@go~da~
secondas	s@go~da
secondasse	s@go~das
secondassent	s@go~das
secondasses	s@go~das
secondassiez	s@go~dasje
secondassions	s@go~dasjo~
seconde	s@go~d
secondement	s@go~d@ma~
secondent	s@go~d
seconder	s@go~de
secondera	s@go~d@Ra
seconderai	s@go~d@Re
seconderaient	s@go~d@RE
seconderais	s@go~d@RE
seconderait	s@go~d@RE
seconderas	s@go~d@Ra
seconderez	s@go~d@Re
seconderiez	s@go~d@Rje
seconderions	s@go~d@Rjo~
seconderons	s@go~d@Ro~
seconderont	s@go~d@Ro~
secondes	s@go~d
secondez	s@go~de
secondiez	s@go~dje
secondions	s@go~djo~
secondons	s@go~do~
seconds	s@go~
seconds-maîtres	s@go~mEtR
secondâmes	s@go~dam
secondât	s@go~da
secondâtes	s@go~dat
secondèrent	s@go~dER
secondé	s@go~de
secondée	s@go~de
secondées	s@go~de
secondés	s@go~de
secoua	s@kwa
secouai	s@kwe
secouaient	s@kwE
secouais	s@kwE
secouait	s@kwE
secouant	s@kwa~
secouas	s@kwa
secouasse	s@kwas
secouassent	s@kwas
secouasses	s@kwas
secouassiez	s@kwasje
secouassions	s@kwasjo~
secoue	s@ku
secouent	s@ku
secouer	s@kwe
secouera	s@kuRa
secouerai	s@kuRe
secoueraient	s@kuRE
secouerais	s@kuRE
secouerait	s@kuRE
secoueras	s@kuRa
secouerez	s@kuRe
secoueriez	s@kuRje
secouerions	s@kuRjo~
secouerons	s@kuRo~
secoueront	s@kuRo~
secoues	s@ku
secouez	s@kwe
secouiez	s@kuje
secouions	s@kujo~
secouons	s@kwo~
secourable	s@kuRabl
secourables	s@kuRabl
secouraient	s@kuRE
secourais	s@kuRE
secourait	s@kuRE
secourant	s@kuRa~
secoure	s@kuR
secourent	s@kuR
secoures	s@kuR
secourez	s@kuRe
secouriez	s@kuRje
secourions	s@kuRjo~
secourir	s@kuRiR
secouriste	s@kuRist
secouristes	s@kuRist
secourons	s@kuRo~
secourra	s@kuRa
secourrai	s@kuRe
secourraient	s@kuRE
secourrais	s@kuRE
secourrait	s@kuRE
secourras	s@kuRa
secourrez	s@kuRe
secourriez	s@kuRje
secourrions	s@kuRjo~
secourrons	s@kuRo~
secourront	s@kuRo~
secours	s@kuR
secourt	s@kuR
secouru	s@kuRy
secourue	s@kuRy
secourues	s@kuRy
secoururent	s@kuRyR
secourus	s@kuRy
secourusse	s@kuRys
secourussent	s@kuRys
secourusses	s@kuRys
secourussiez	s@kuRysje
secourussions	s@kuRysjo~
secourut	s@kuRy
secourûmes	s@kuRym
secourût	s@kuRy
secourûtes	s@kuRyt
secousse	s@kus
secousses	s@kus
secouâmes	s@kwam
secouât	s@kwa
secouâtes	s@kwat
secouèrent	s@kwER
secoué	s@kwe
secouée	s@kwe
secouées	s@kwe
secoués	s@kwe
secret	s@kRE
secrets	s@kRE
secrète	s@kREt
secrètement	s@kREt@ma~
secrètes	s@kREt
secrétaire	s@kRetER
secrétaires	s@kRetER
secrétariat	s@kRetaRja
secrétariats	s@kRetaRja
secs	sEk
sectaire	sEktER
sectaires	sEktER
sectarisme	sEktaRism
sectarismes	sEktaRism
secte	sEkt
sectes	sEkt
secteur	sEkt9R
secteurs	sEkt9R
section	sEksjo~
sectionna	sEksjOna
sectionnai	sEksjOne
sectionnaient	sEksjOnE
sectionnais	sEksjOnE
sectionnait	sEksjOnE
sectionnant	sEksjOna~
sectionnas	sEksjOna
sectionnasse	sEksjOnas
sectionnassent	sEksjOnas
sectionnasses	sEksjOnas
sectionnassiez	sEksjOnasje
sectionnassions	sEksjOnasjo~
sectionne	sEksjOn
sectionnent	sEksjOn
sectionner	sEksjOne
sectionnera	sEksjOn@Ra
sectionnerai	sEksjOn@Re
sectionneraient	sEksjOn@RE
sectionnerais	sEksjOn@RE
sectionnerait	sEksjOn@RE
sectionneras	sEksjOn@Ra
sectionnerez	sEksjOn@Re
sectionneriez	sEksjOn@Rje
sectionnerions	sEksjOn@Rjo~
sectionnerons	sEksjOn@Ro~
sectionneront	sEksjOn@Ro~
sectionnes	sEksjOn
sectionnez	sEksjOne
sectionniez	sEksjOnje
sectionnions	sEksjOnjo~
sectionnons	sEksjOno~
sectionnâmes	sEksjOnam
sectionnât	sEksjOna
sectionnâtes	sEksjOnat
sectionnèrent	sEksjOnER
sectionné	sEksjOne
sectionnée	sEksjOne
sectionnées	sEksjOne
sectionnés	sEksjOne
sections	sEksjo~
sectoriel	sEktORjEl
sectorielle	sEktORjEl
sectorielles	sEktORjEl
sectoriels	sEktORjEl
sectorisation	sEktORizasjo~
sectorisations	sEktORizasjo~
secundo	s@go~do
segment	sEgma~
segmenta	sEgma~ta
segmentai	sEgma~te
segmentaient	sEgma~tE
segmentais	sEgma~tE
segmentait	sEgma~tE
segmentant	sEgma~ta~
segmentas	sEgma~ta
segmentasse	sEgma~tas
segmentassent	sEgma~tas
segmentasses	sEgma~tas
segmentassiez	sEgma~tasje
segmentassions	sEgma~tasjo~
segmentation	sEgma~tasjo~
segmentations	sEgma~tasjo~
segmente	sEgma~t
segmentent	sEgma~t
segmenter	sEgma~te
segmentera	sEgma~t@Ra
segmenterai	sEgma~t@Re
segmenteraient	sEgma~t@RE
segmenterais	sEgma~t@RE
segmenterait	sEgma~t@RE
segmenteras	sEgma~t@Ra
segmenterez	sEgma~t@Re
segmenteriez	sEgma~t@Rje
segmenterions	sEgma~t@Rjo~
segmenterons	sEgma~t@Ro~
segmenteront	sEgma~t@Ro~
segmentes	sEgma~t
segmentez	sEgma~te
segmentiez	sEgma~tje
segmentions	sEgma~tjo~
segmentons	sEgma~to~
segments	sEgma~
segmentâmes	sEgma~tam
segmentât	sEgma~ta
segmentâtes	sEgma~tat
segmentèrent	sEgma~tER
segmenté	sEgma~te
segmentée	sEgma~te
segmentées	sEgma~te
segmentés	sEgma~te
seiche	sES
seiches	sES
seigle	sEgl
seigles	sEgl
seigneur	sEnj9R
seigneurial	sEnj9Rjal
seigneuriale	sEnj9Rjal
seigneuriales	sEnj9Rjal
seigneuriaux	sEnj9Rjo
seigneurs	sEnj9R
sein	se~
seins	se~
seize	sEz
seizième	sEzjEm
seizièmement	sEzjEm@ma~
seizièmes	sEzjEm
sel	sEl
sella	sela
sellai	sele
sellaient	selE
sellais	selE
sellait	selE
sellant	sela~
sellas	sela
sellasse	selas
sellassent	selas
sellasses	selas
sellassiez	selasje
sellassions	selasjo~
selle	sEl
sellent	sEl
seller	sele
sellera	sel@Ra
sellerai	sel@Re
selleraient	sel@RE
sellerais	sel@RE
sellerait	sel@RE
selleras	sel@Ra
sellerez	sel@Re
selleriez	sel@Rje
sellerions	sel@Rjo~
sellerons	sel@Ro~
selleront	sel@Ro~
selles	sEl
sellez	sele
sellier	selje
selliers	selje
selliez	selje
sellions	seljo~
sellons	selo~
sellâmes	selam
sellât	sela
sellâtes	selat
sellèrent	selER
sellé	sele
sellée	sele
sellées	sele
sellés	sele
selon	s@lo~
sels	sEl
sema	s@ma
semai	s@me
semaient	s@mE
semailles	s@maj
semaine	s@mEn
semaines	s@mEn
semais	s@mE
semait	s@mE
semant	s@ma~
semas	s@ma
semasse	s@mas
semassent	s@mas
semasses	s@mas
semassiez	s@masje
semassions	s@masjo~
sembla	sa~bla
semblable	sa~blabl
semblablement	sa~blabl@ma~
semblables	sa~blabl
semblai	sa~ble
semblaient	sa~blE
semblais	sa~blE
semblait	sa~blE
semblant	sa~bla~
semblants	sa~bla~
semblas	sa~bla
semblasse	sa~blas
semblassent	sa~blas
semblasses	sa~blas
semblassiez	sa~blasje
semblassions	sa~blasjo~
semble	sa~bl
semblent	sa~bl
sembler	sa~ble
semblera	sa~bl@Ra
semblerai	sa~bl@Re
sembleraient	sa~bl@RE
semblerais	sa~bl@RE
semblerait	sa~bl@RE
sembleras	sa~bl@Ra
semblerez	sa~bl@Re
sembleriez	sa~bl@Rje
semblerions	sa~bl@Rjo~
semblerons	sa~bl@Ro~
sembleront	sa~bl@Ro~
sembles	sa~bl
semblez	sa~ble
sembliez	sa~blije
semblions	sa~blijo~
semblons	sa~blo~
semblâmes	sa~blam
semblât	sa~bla
semblâtes	sa~blat
semblèrent	sa~blER
semblé	sa~ble
semblée	sa~ble
semblées	sa~ble
semblés	sa~ble
semelle	s@mEl
semelles	s@mEl
semence	s@ma~s
semences	s@ma~s
semer	s@me
semestre	s@mEstR
semestres	s@mEstR
semestriel	s@mEstRijEl
semestrielle	s@mEstRijEl
semestriellement	s@mEstRijEl@ma~
semestrielles	s@mEstRijEl
semestriels	s@mEstRijEl
semeur	s@m9R
semeurs	s@m9R
semeuse	s@m2z
semeuses	s@m2z
semez	s@me
semi-conducteur	s@miko~dykt9R
semi-conducteurs	s@miko~dykt9R
semi-remorque	s@miR@mORk
semi-remorques	s@miR@mORk
semiez	s@mje
semions	s@mjo~
semis	s@mi
semoir	s@mwaR
semoirs	s@mwaR
semonce	s@mo~s
semonces	s@mo~s
semons	s@mo~
semoule	s@mul
semoules	s@mul
sempiternel	sa~pitERnEl
sempiternelle	sa~pitERnEl
sempiternellement	sa~pitERnEl@ma~
sempiternelles	sa~pitERnEl
sempiternels	sa~pitERnEl
semâmes	s@mam
semât	s@ma
semâtes	s@mat
semèrent	s@mER
semé	s@me
semée	s@me
semées	s@me
semés	s@me
sens	sa~
sensation	sa~sasjo~
sensationnel	sa~sasjOnEl
sensationnelle	sa~sasjOnEl
sensationnelles	sa~sasjOnEl
sensationnels	sa~sasjOnEl
sensations	sa~sasjo~
sensibilisa	sa~sibiliza
sensibilisai	sa~sibilize
sensibilisaient	sa~sibilizE
sensibilisais	sa~sibilizE
sensibilisait	sa~sibilizE
sensibilisant	sa~sibiliza~
sensibilisas	sa~sibiliza
sensibilisasse	sa~sibilizas
sensibilisassent	sa~sibilizas
sensibilisasses	sa~sibilizas
sensibilisassiez	sa~sibilizasje
sensibilisassions	sa~sibilizasjo~
sensibilisation	sa~sibilizasjo~
sensibilisations	sa~sibilizasjo~
sensibilise	sa~sibiliz
sensibilisent	sa~sibiliz
sensibiliser	sa~sibilize
sensibilisera	sa~sibiliz@Ra
sensibiliserai	sa~sibiliz@Re
sensibiliseraient	sa~sibiliz@RE
sensibiliserais	sa~sibiliz@RE
sensibiliserait	sa~sibiliz@RE
sensibiliseras	sa~sibiliz@Ra
sensibiliserez	sa~sibiliz@Re
sensibiliseriez	sa~sibiliz@Rje
sensibiliserions	sa~sibiliz@Rjo~
sensibiliserons	sa~sibiliz@Ro~
sensibiliseront	sa~sibiliz@Ro~
sensibilises	sa~sibiliz
sensibilisez	sa~sibilize
sensibilisiez	sa~sibilizje
sensibilisions	sa~sibilizjo~
sensibilisons	sa~sibilizo~
sensibilisâmes	sa~sibilizam
sensibilisât	sa~sibiliza
sensibilisâtes	sa~sibilizat
sensibilisèrent	sa~sibilizER
sensibilisé	sa~sibilize
sensibilisée	sa~sibilize
sensibilisées	sa~sibilize
sensibilisés	sa~sibilize
sensibilité	sa~sibilite
sensibilités	sa~sibilite
sensible	sa~sibl
sensiblement	sa~sibl@ma~
sensiblerie	sa~sibl@Ri
sensibleries	sa~sibl@Ri
sensibles	sa~sibl
sensitif	sa~sitif
sensitifs	sa~sitif
sensitive	sa~sitiv
sensitives	sa~sitiv
sensoriel	sa~sORjEl
sensorielle	sa~sORjEl
sensorielles	sa~sORjEl
sensoriels	sa~sORjEl
sensualité	sa~sHalite
sensualités	sa~sHalite
sensuel	sa~sHEl
sensuelle	sa~sHEl
sensuellement	sa~sHEl@ma~
sensuelles	sa~sHEl
sensuels	sa~sHEl
sensé	sa~se
sensée	sa~se
sensées	sa~se
sensément	sa~sema~
sensés	sa~se
sent	sa~
sentaient	sa~tE
sentais	sa~tE
sentait	sa~tE
sentant	sa~ta~
sente	sa~t
sentence	sa~ta~s
sentences	sa~ta~s
sentencieuse	sa~ta~sj2z
sentencieusement	sa~ta~sj2z@ma~
sentencieuses	sa~ta~sj2z
sentencieux	sa~ta~sj2
sentent	sa~t
sentes	sa~t
senteur	sa~t9R
senteurs	sa~t9R
sentez	sa~te
senti	sa~ti
sentie	sa~ti
sentier	sa~tje
sentiers	sa~tje
senties	sa~ti
sentiez	sa~tje
sentiment	sa~tima~
sentimental	sa~tima~tal
sentimentale	sa~tima~tal
sentimentalement	sa~tima~tal@ma~
sentimentales	sa~tima~tal
sentimentalisme	sa~tima~talism
sentimentalismes	sa~tima~talism
sentimentalité	sa~tima~talite
sentimentalités	sa~tima~talite
sentimentaux	sa~tima~to
sentiments	sa~tima~
sentinelle	sa~tinEl
sentinelles	sa~tinEl
sentions	sa~tjo~
sentir	sa~tiR
sentira	sa~tiRa
sentirai	sa~tiRe
sentiraient	sa~tiRE
sentirais	sa~tiRE
sentirait	sa~tiRE
sentiras	sa~tiRa
sentirent	sa~to~R
sentirez	sa~tiRe
sentiriez	sa~tiRje
sentirions	sa~tiRjo~
sentirons	sa~tiRo~
sentiront	sa~tiRo~
sentis	sa~ti
sentisse	sa~tis
sentissent	sa~tis
sentisses	sa~tis
sentissiez	sa~tisje
sentissions	sa~tisjo~
sentit	sa~ti
sentons	sa~to~
sentîmes	sa~tim
sentît	sa~to~
sentîtes	sa~to~t
seoir	swaR
sept	sEt
septante	sEpta~t
septantième	sEpta~tjEm
septantièmes	sEpta~tjEm
septembre	sEpta~bR
septennat	sEptena
septennats	sEptena
septentrional	sEpta~tRijOnal
septentrionale	sEpta~tRijOnal
septentrionales	sEpta~tRijOnal
septentrionaux	sEpta~tRijOno
septicémie	sEptisemi
septicémies	sEptisemi
septième	sEtjEm
septièmement	sEtjEm@ma~
septièmes	sEtjEm
septuagénaire	sEptHaZenER
septuagénaires	sEptHaZenER
sera	s@Ra
serai	s@Re
seraient	s@RE
serais	s@RE
serait	s@RE
seras	s@Ra
serbe	sERb
serbes	sERb
serein	s@Re~
sereine	s@REn
sereinement	s@REn@ma~
sereines	s@REn
sereins	s@Re~
serez	s@Re
serf	sERf
serfs	sERf
serge	sERZ
sergent	sERZa~
sergent-chef	sERZa~SEf
sergents	sERZa~
sergents-chefs	sERZa~SEf
serges	sERZ
sergé	sERZe
sergés	sERZe
seriez	s@Rje
serin	s@Re~
serina	s@Rina
serinai	s@Rine
serinaient	s@RinE
serinais	s@RinE
serinait	s@RinE
serinant	s@Rina~
serinas	s@Rina
serinasse	s@Rinas
serinassent	s@Rinas
serinasses	s@Rinas
serinassiez	s@Rinasje
serinassions	s@Rinasjo~
serine	s@Rin
serinent	s@Rin
seriner	s@Rine
serinera	s@Rin@Ra
serinerai	s@Rin@Re
serineraient	s@Rin@RE
serinerais	s@Rin@RE
serinerait	s@Rin@RE
serineras	s@Rin@Ra
serinerez	s@Rin@Re
serineriez	s@Rin@Rje
serinerions	s@Rin@Rjo~
serinerons	s@Rin@Ro~
serineront	s@Rin@Ro~
serines	s@Rin
serinez	s@Rine
seringue	s@Re~g
seringues	s@Re~g
seriniez	s@Rinje
serinions	s@Rinjo~
serinons	s@Rino~
serins	s@Re~
serinâmes	s@Rinam
serinât	s@Rina
serinâtes	s@Rinat
serinèrent	s@RinER
seriné	s@Rine
serinée	s@Rine
serinées	s@Rine
serinés	s@Rine
serions	s@Rjo~
serment	sERma~
serments	sERma~
sermon	sERmo~
sermonna	sERmOna
sermonnai	sERmOne
sermonnaient	sERmOnE
sermonnais	sERmOnE
sermonnait	sERmOnE
sermonnant	sERmOna~
sermonnas	sERmOna
sermonnasse	sERmOnas
sermonnassent	sERmOnas
sermonnasses	sERmOnas
sermonnassiez	sERmOnasje
sermonnassions	sERmOnasjo~
sermonne	sERmOn
sermonnent	sERmOn
sermonner	sERmOne
sermonnera	sERmOn@Ra
sermonnerai	sERmOn@Re
sermonneraient	sERmOn@RE
sermonnerais	sERmOn@RE
sermonnerait	sERmOn@RE
sermonneras	sERmOn@Ra
sermonnerez	sERmOn@Re
sermonneriez	sERmOn@Rje
sermonnerions	sERmOn@Rjo~
sermonnerons	sERmOn@Ro~
sermonneront	sERmOn@Ro~
sermonnes	sERmOn
sermonnez	sERmOne
sermonniez	sERmOnje
sermonnions	sERmOnjo~
sermonnons	sERmOno~
sermonnâmes	sERmOnam
sermonnât	sERmOna
sermonnâtes	sERmOnat
sermonnèrent	sERmOnER
sermonné	sERmOne
sermonnée	sERmOne
sermonnées	sERmOne
sermonnés	sERmOne
sermons	sERmo~
serons	s@Ro~
seront	s@Ro~
serpe	sERp
serpent	sERpa~
serpenta	sERpa~ta
serpentai	sERpa~te
serpentaient	sERpa~tE
serpentais	sERpa~tE
serpentait	sERpa~tE
serpentant	sERpa~ta~
serpentas	sERpa~ta
serpentasse	sERpa~tas
serpentassent	sERpa~tas
serpentasses	sERpa~tas
serpentassiez	sERpa~tasje
serpentassions	sERpa~tasjo~
serpente	sERpa~t
serpentent	sERpa~t
serpenter	sERpa~te
serpentera	sERpa~t@Ra
serpenterai	sERpa~t@Re
serpenteraient	sERpa~t@RE
serpenterais	sERpa~t@RE
serpenterait	sERpa~t@RE
serpenteras	sERpa~t@Ra
serpenterez	sERpa~t@Re
serpenteriez	sERpa~t@Rje
serpenterions	sERpa~t@Rjo~
serpenterons	sERpa~t@Ro~
serpenteront	sERpa~t@Ro~
serpentes	sERpa~t
serpentez	sERpa~te
serpentiez	sERpa~tje
serpentin	sERpa~te~
serpentins	sERpa~te~
serpentions	sERpa~tjo~
serpentons	sERpa~to~
serpents	sERpa~
serpentâmes	sERpa~tam
serpentât	sERpa~ta
serpentâtes	sERpa~tat
serpentèrent	sERpa~tER
serpenté	sERpa~te
serpentée	sERpa~te
serpentées	sERpa~te
serpentés	sERpa~te
serpes	sERp
serpillière	sERpijER
serpillières	sERpijER
serra	seRa
serrage	seRaZ
serrages	seRaZ
serrai	seRe
serraient	seRE
serrais	seRE
serrait	seRE
serrant	seRa~
serras	seRa
serrasse	seRas
serrassent	seRas
serrasses	seRas
serrassiez	seRasje
serrassions	seRasjo~
serre	sER
serre-livres	sER@livR
serre-tête	sERtEt
serrent	sER
serrer	seRe
serrera	seR@Ra
serrerai	seR@Re
serreraient	seR@RE
serrerais	seR@RE
serrerait	seR@RE
serreras	seR@Ra
serrerez	seR@Re
serreriez	seR@Rje
serrerions	seR@Rjo~
serrerons	seR@Ro~
serreront	seR@Ro~
serres	sER
serrez	seRe
serriez	seRje
serrions	seRjo~
serrons	seRo~
serrure	seRyR
serrurerie	seRyR@Ri
serrureries	seRyR@Ri
serrures	seRyR
serrurier	seRyRje
serruriers	seRyRje
serrâmes	seRam
serrât	seRa
serrâtes	seRat
serrèrent	seRER
serré	seRe
serrée	seRe
serrées	seRe
serrés	seRe
sers	sER
sert	sER
serti	sERti
sertie	sERti
serties	sERti
sertir	sERtiR
sertira	sERtiRa
sertirai	sERtiRe
sertiraient	sERtiRE
sertirais	sERtiRE
sertirait	sERtiRE
sertiras	sERtiRa
